Germplasm Name,Germplasm GID,Test (T) or Check (C),Exp Title ,Exp Description,Exp Unit,Exp Type,Env,Env Location,Env Year,Exp Unit ID,Exp Replicate #,Exp Block #,Row,Column,Lat,Long,Elevation,RTK,Treatment Factors,ObsUnitID
Germplas312,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 196,New Location DRP191,2001,9575,1,2,4,5,,,,,Jam application,
Germplas313,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 197,New Location DRP192,2001,9576,1,2,4,5,,,,,Jam application,
Germplas314,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 198,New Location DRP193,2001,9577,1,2,4,5,,,,,Jam application,
Germplas315,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 199,New Location DRP194,2001,9578,1,2,4,5,,,,,Jam application,
Germplas316,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 200,New Location DRP195,2001,9579,1,2,4,5,,,,,Jam application,
Germplas317,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 201,New Location DRP196,2001,9580,1,2,4,5,,,,,Jam application,
Germplas318,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 202,New Location DRP197,2001,9581,1,2,4,5,,,,,Jam application,
Germplas319,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 203,New Location DRP198,2001,9582,1,2,4,5,,,,,Jam application,
Germplas320,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 204,New Location DRP199,2001,9583,1,2,4,5,,,,,Jam application,
Germplas321,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 205,New Location DRP200,2001,9584,1,2,4,5,,,,,Jam application,
Germplas322,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 206,New Location DRP201,2001,9585,1,2,4,5,,,,,Jam application,
Germplas323,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 207,New Location DRP202,2001,9586,1,2,4,5,,,,,Jam application,
Germplas324,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 208,New Location DRP203,2001,9587,1,2,4,5,,,,,Jam application,
Germplas325,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 209,New Location DRP204,2001,9588,1,2,4,5,,,,,Jam application,
Germplas326,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 210,New Location DRP205,2001,9589,1,2,4,5,,,,,Jam application,
Germplas327,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 211,New Location DRP206,2001,9590,1,2,4,5,,,,,Jam application,
Germplas328,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 212,New Location DRP207,2001,9591,1,2,4,5,,,,,Jam application,
Germplas329,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 213,New Location DRP208,2001,9592,1,2,4,5,,,,,Jam application,
Germplas330,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 214,New Location DRP209,2001,9593,1,2,4,5,,,,,Jam application,
Germplas331,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 215,New Location DRP210,2001,9594,1,2,4,5,,,,,Jam application,
Germplas332,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 216,New Location DRP211,2001,9595,1,2,4,5,,,,,Jam application,
Germplas333,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 217,New Location DRP212,2001,9596,1,2,4,5,,,,,Jam application,
Germplas334,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 218,New Location DRP213,2001,9597,1,2,4,5,,,,,Jam application,
Germplas335,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 219,New Location DRP214,2001,9598,1,2,4,5,,,,,Jam application,
Germplas336,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 220,New Location DRP215,2001,9599,1,2,4,5,,,,,Jam application,
Germplas337,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 221,New Location DRP216,2001,9600,1,2,4,5,,,,,Jam application,
Germplas338,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 222,New Location DRP217,2001,9601,1,2,4,5,,,,,Jam application,
Germplas339,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 223,New Location DRP218,2001,9602,1,2,4,5,,,,,Jam application,
Germplas340,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 224,New Location DRP219,2001,9603,1,2,4,5,,,,,Jam application,
Germplas341,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 225,New Location DRP220,2001,9604,1,2,4,5,,,,,Jam application,
Germplas342,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 226,New Location DRP221,2001,9605,1,2,4,5,,,,,Jam application,
Germplas343,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 227,New Location DRP222,2001,9606,1,2,4,5,,,,,Jam application,
Germplas344,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 228,New Location DRP223,2001,9607,1,2,4,5,,,,,Jam application,
Germplas345,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 229,New Location DRP224,2001,9608,1,2,4,5,,,,,Jam application,
Germplas346,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 230,New Location DRP225,2001,9609,1,2,4,5,,,,,Jam application,
Germplas347,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 231,New Location DRP226,2001,9610,1,2,4,5,,,,,Jam application,
Germplas348,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 232,New Location DRP227,2001,9611,1,2,4,5,,,,,Jam application,
Germplas349,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 233,New Location DRP228,2001,9612,1,2,4,5,,,,,Jam application,
Germplas350,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 234,New Location DRP229,2001,9613,1,2,4,5,,,,,Jam application,
Germplas351,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 235,New Location DRP230,2001,9614,1,2,4,5,,,,,Jam application,
Germplas352,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 236,New Location DRP231,2001,9615,1,2,4,5,,,,,Jam application,
Germplas353,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 237,New Location DRP232,2001,9616,1,2,4,5,,,,,Jam application,
Germplas354,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 238,New Location DRP233,2001,9617,1,2,4,5,,,,,Jam application,
Germplas355,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 239,New Location DRP234,2001,9618,1,2,4,5,,,,,Jam application,
Germplas356,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 240,New Location DRP235,2001,9619,1,2,4,5,,,,,Jam application,
Germplas357,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 241,New Location DRP236,2001,9620,1,2,4,5,,,,,Jam application,
Germplas358,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 242,New Location DRP237,2001,9621,1,2,4,5,,,,,Jam application,
Germplas359,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 243,New Location DRP238,2001,9622,1,2,4,5,,,,,Jam application,
Germplas360,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 244,New Location DRP239,2001,9623,1,2,4,5,,,,,Jam application,
Germplas361,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 245,New Location DRP240,2001,9624,1,2,4,5,,,,,Jam application,
Germplas362,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 246,New Location DRP241,2001,9625,1,2,4,5,,,,,Jam application,
Germplas363,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 247,New Location DRP242,2001,9626,1,2,4,5,,,,,Jam application,
Germplas364,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 248,New Location DRP243,2001,9627,1,2,4,5,,,,,Jam application,
Germplas365,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 249,New Location DRP244,2001,9628,1,2,4,5,,,,,Jam application,
Germplas366,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 250,New Location DRP245,2001,9629,1,2,4,5,,,,,Jam application,
Germplas367,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 251,New Location DRP246,2001,9630,1,2,4,5,,,,,Jam application,
Germplas368,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 252,New Location DRP247,2001,9631,1,2,4,5,,,,,Jam application,
Germplas369,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 253,New Location DRP248,2001,9632,1,2,4,5,,,,,Jam application,
Germplas370,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 254,New Location DRP249,2001,9633,1,2,4,5,,,,,Jam application,
Germplas371,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 255,New Location DRP250,2001,9634,1,2,4,5,,,,,Jam application,
Germplas372,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 256,New Location DRP251,2001,9635,1,2,4,5,,,,,Jam application,
Germplas373,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 257,New Location DRP252,2001,9636,1,2,4,5,,,,,Jam application,
Germplas374,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 258,New Location DRP253,2001,9637,1,2,4,5,,,,,Jam application,
Germplas375,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 259,New Location DRP254,2001,9638,1,2,4,5,,,,,Jam application,
Germplas376,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 260,New Location DRP255,2001,9639,1,2,4,5,,,,,Jam application,
Germplas377,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 261,New Location DRP256,2001,9640,1,2,4,5,,,,,Jam application,
Germplas378,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 262,New Location DRP257,2001,9641,1,2,4,5,,,,,Jam application,
Germplas379,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 263,New Location DRP258,2001,9642,1,2,4,5,,,,,Jam application,
Germplas380,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 264,New Location DRP259,2001,9643,1,2,4,5,,,,,Jam application,
Germplas381,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 265,New Location DRP260,2001,9644,1,2,4,5,,,,,Jam application,
Germplas382,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 266,New Location DRP261,2001,9645,1,2,4,5,,,,,Jam application,
Germplas383,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 267,New Location DRP262,2001,9646,1,2,4,5,,,,,Jam application,
Germplas384,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 268,New Location DRP263,2001,9647,1,2,4,5,,,,,Jam application,
Germplas385,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 269,New Location DRP264,2001,9648,1,2,4,5,,,,,Jam application,
Germplas386,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 270,New Location DRP265,2001,9649,1,2,4,5,,,,,Jam application,
Germplas387,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 271,New Location DRP266,2001,9650,1,2,4,5,,,,,Jam application,
Germplas388,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 272,New Location DRP267,2001,9651,1,2,4,5,,,,,Jam application,
Germplas389,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 273,New Location DRP268,2001,9652,1,2,4,5,,,,,Jam application,
Germplas390,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 274,New Location DRP269,2001,9653,1,2,4,5,,,,,Jam application,
Germplas391,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 275,New Location DRP270,2001,9654,1,2,4,5,,,,,Jam application,
Germplas392,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 276,New Location DRP271,2001,9655,1,2,4,5,,,,,Jam application,
Germplas393,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 277,New Location DRP272,2001,9656,1,2,4,5,,,,,Jam application,
Germplas394,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 278,New Location DRP273,2001,9657,1,2,4,5,,,,,Jam application,
Germplas395,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 279,New Location DRP274,2001,9658,1,2,4,5,,,,,Jam application,
Germplas396,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 280,New Location DRP275,2001,9659,1,2,4,5,,,,,Jam application,
Germplas397,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 281,New Location DRP276,2001,9660,1,2,4,5,,,,,Jam application,
Germplas398,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 282,New Location DRP277,2001,9661,1,2,4,5,,,,,Jam application,
Germplas399,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 283,New Location DRP278,2001,9662,1,2,4,5,,,,,Jam application,
Germplas400,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 284,New Location DRP279,2001,9663,1,2,4,5,,,,,Jam application,
Germplas401,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 285,New Location DRP280,2001,9664,1,2,4,5,,,,,Jam application,
Germplas402,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 286,New Location DRP281,2001,9665,1,2,4,5,,,,,Jam application,
Germplas403,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 287,New Location DRP282,2001,9666,1,2,4,5,,,,,Jam application,
Germplas404,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 288,New Location DRP283,2001,9667,1,2,4,5,,,,,Jam application,
Germplas405,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 289,New Location DRP284,2001,9668,1,2,4,5,,,,,Jam application,
Germplas406,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 290,New Location DRP285,2001,9669,1,2,4,5,,,,,Jam application,
Germplas407,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 291,New Location DRP286,2001,9670,1,2,4,5,,,,,Jam application,
Germplas408,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 292,New Location DRP287,2001,9671,1,2,4,5,,,,,Jam application,
Germplas409,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 293,New Location DRP288,2001,9672,1,2,4,5,,,,,Jam application,
Germplas410,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 294,New Location DRP289,2001,9673,1,2,4,5,,,,,Jam application,
Germplas411,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 295,New Location DRP290,2001,9674,1,2,4,5,,,,,Jam application,
Germplas412,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 296,New Location DRP291,2001,9675,1,2,4,5,,,,,Jam application,
Germplas413,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 297,New Location DRP292,2001,9676,1,2,4,5,,,,,Jam application,
Germplas414,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 298,New Location DRP293,2001,9677,1,2,4,5,,,,,Jam application,
Germplas415,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 299,New Location DRP294,2001,9678,1,2,4,5,,,,,Jam application,
Germplas416,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 300,New Location DRP295,2001,9679,1,2,4,5,,,,,Jam application,
Germplas417,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 301,New Location DRP296,2001,9680,1,2,4,5,,,,,Jam application,
Germplas418,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 302,New Location DRP297,2001,9681,1,2,4,5,,,,,Jam application,
Germplas419,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 303,New Location DRP298,2001,9682,1,2,4,5,,,,,Jam application,
Germplas420,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 304,New Location DRP299,2001,9683,1,2,4,5,,,,,Jam application,
Germplas421,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 305,New Location DRP300,2001,9684,1,2,4,5,,,,,Jam application,
Germplas422,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 306,New Location DRP301,2001,9685,1,2,4,5,,,,,Jam application,
Germplas423,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 307,New Location DRP302,2001,9686,1,2,4,5,,,,,Jam application,
Germplas424,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 308,New Location DRP303,2001,9687,1,2,4,5,,,,,Jam application,
Germplas425,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 309,New Location DRP304,2001,9688,1,2,4,5,,,,,Jam application,
Germplas426,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 310,New Location DRP305,2001,9689,1,2,4,5,,,,,Jam application,
Germplas427,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 311,New Location DRP306,2001,9690,1,2,4,5,,,,,Jam application,
Germplas428,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 312,New Location DRP307,2001,9691,1,2,4,5,,,,,Jam application,
Germplas429,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 313,New Location DRP308,2001,9692,1,2,4,5,,,,,Jam application,
Germplas430,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 314,New Location DRP309,2001,9693,1,2,4,5,,,,,Jam application,
Germplas431,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 315,New Location DRP310,2001,9694,1,2,4,5,,,,,Jam application,
Germplas432,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 316,New Location DRP311,2001,9695,1,2,4,5,,,,,Jam application,
Germplas433,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 317,New Location DRP312,2001,9696,1,2,4,5,,,,,Jam application,
Germplas434,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 318,New Location DRP313,2001,9697,1,2,4,5,,,,,Jam application,
Germplas435,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 319,New Location DRP314,2001,9698,1,2,4,5,,,,,Jam application,
Germplas436,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 320,New Location DRP315,2001,9699,1,2,4,5,,,,,Jam application,
Germplas437,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 321,New Location DRP316,2001,9700,1,2,4,5,,,,,Jam application,
Germplas438,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 322,New Location DRP317,2001,9701,1,2,4,5,,,,,Jam application,
Germplas439,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 323,New Location DRP318,2001,9702,1,2,4,5,,,,,Jam application,
Germplas440,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 324,New Location DRP319,2001,9703,1,2,4,5,,,,,Jam application,
Germplas441,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 325,New Location DRP320,2001,9704,1,2,4,5,,,,,Jam application,
Germplas442,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 326,New Location DRP321,2001,9705,1,2,4,5,,,,,Jam application,
Germplas443,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 327,New Location DRP322,2001,9706,1,2,4,5,,,,,Jam application,
Germplas444,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 328,New Location DRP323,2001,9707,1,2,4,5,,,,,Jam application,
Germplas445,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 329,New Location DRP324,2001,9708,1,2,4,5,,,,,Jam application,
Germplas446,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 330,New Location DRP325,2001,9709,1,2,4,5,,,,,Jam application,
Germplas447,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 331,New Location DRP326,2001,9710,1,2,4,5,,,,,Jam application,
Germplas448,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 332,New Location DRP327,2001,9711,1,2,4,5,,,,,Jam application,
Germplas449,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 333,New Location DRP328,2001,9712,1,2,4,5,,,,,Jam application,
Germplas450,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 334,New Location DRP329,2001,9713,1,2,4,5,,,,,Jam application,
Germplas451,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 335,New Location DRP330,2001,9714,1,2,4,5,,,,,Jam application,
Germplas452,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 336,New Location DRP331,2001,9715,1,2,4,5,,,,,Jam application,
Germplas453,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 337,New Location DRP332,2001,9716,1,2,4,5,,,,,Jam application,
Germplas454,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 338,New Location DRP333,2001,9717,1,2,4,5,,,,,Jam application,
